date	dosen_kumulativ	dosen_biontech_kumulativ	dosen_biontech_erst_kumulativ	dosen_biontech_zweit_kumulativ	dosen_biontech_dritt_kumulativ	dosen_moderna_kumulativ	dosen_moderna_erst_kumulativ	dosen_moderna_zweit_kumulativ	dosen_moderna_dritt_kumulativ	dosen_astra_kumulativ	dosen_astra_erst_kumulativ	dosen_astra_zweit_kumulativ	dosen_astra_dritt_kumulativ	dosen_johnson_kumulativ	dosen_johnson_erst_kumulativ	dosen_johnson_zweit_kumulativ	dosen_johnson_dritt_kumulativ	dosen_novavax_kumulativ	dosen_novavax_erst_kumulativ	dosen_novavax_zweit_kumulativ	dosen_novavax_dritt_kumulativ	dosen_erst_kumulativ	dosen_zweit_kumulativ	dosen_dritt_kumulativ	dosen_differenz_zum_vortag	dosen_erst_differenz_zum_vortag	dosen_zweit_differenz_zum_vortag	dosen_dritt_differenz_zum_vortag	dosen_vollstaendig_differenz_zum_vortag	dosen_erst_unvollstaendig_differenz_zum_vortag	personen_erst_kumulativ	personen_voll_kumulativ	personen_auffrisch_kumulativ	impf_quote_erst	impf_quote_voll	dosen_dim_kumulativ	dosen_kbv_kumulativ	indikation_alter_dosen	indikation_beruf_dosen	indikation_medizinisch_dosen	indikation_pflegeheim_dosen	indikation_alter_erst	indikation_beruf_erst	indikation_medizinisch_erst	indikation_pflegeheim_erst	indikation_alter_voll	indikation_beruf_voll	indikation_medizinisch_voll	indikation_pflegeheim_voll
2021-01-21	1664168	1635519	1467619	167897	3	28509	28451	58	0	110	106	4	0	30	30	0	0	0	0	0	0	1496206	167959	3	105570	64655	40914	1	40915	64654	1496206	167989	3	0.01799	0.00202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-22	1766522	1735662	1534182	201477	3	30706	30645	61	0	124	120	4	0	30	30	0	0	0	0	0	0	1564977	201542	3	102354	68771	33583	0	33583	68771	1564977	201572	3	0.01882	0.00242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-23	1853579	1822353	1574357	247993	3	31067	31005	62	0	129	125	4	0	30	30	0	0	0	0	0	0	1605517	248059	3	87057	40540	46517	0	46517	40540	1605517	248089	3	0.01931	0.00298	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-24	1901409	1869975	1599850	270122	3	31271	31208	63	0	133	129	4	0	30	30	0	0	0	0	0	0	1631217	270189	3	47830	25700	22130	0	22130	25700	1631217	270219	3	0.01962	0.00325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-25	1992442	1959550	1650699	308848	3	32726	32660	66	0	136	132	4	0	30	30	0	0	0	0	0	0	1683521	308918	3	91033	52304	38729	0	38729	52304	1683521	308948	3	0.02025	0.00372	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-26	2090990	2056648	1700070	356572	6	34169	34097	72	0	143	139	4	0	30	30	0	0	0	0	0	0	1734336	356648	6	98548	50815	47730	3	47730	50815	1734336	356678	6	0.02086	0.00429	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-27	2200476	2164330	1749277	415047	6	35963	35879	84	0	151	147	4	0	32	32	0	0	0	0	0	0	1785335	415135	6	109486	50999	58487	0	58489	50997	1785335	415167	6	0.02147	0.00499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-28	2293052	2255268	1794576	460686	6	37598	37423	175	0	154	150	4	0	32	32	0	0	0	0	0	0	1832181	460865	6	92576	46846	45730	0	45730	46846	1832181	460897	6	0.02203	0.00554	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-29	2400839	2361497	1842875	518616	6	39084	38908	176	0	225	221	4	0	33	33	0	0	0	0	0	0	1882037	518796	6	107787	49856	57931	0	57932	49855	1882037	518829	6	0.02263	0.00624	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-30	2488954	2448723	1876617	572100	6	39968	39790	178	0	228	223	5	0	35	35	0	0	0	0	0	0	1916665	572283	6	88115	34628	53487	0	53489	34626	1916665	572318	6	0.02305	0.00688	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-31	2546194	2505572	1902007	603559	6	40353	40175	178	0	233	227	6	0	36	36	0	0	0	0	0	0	1942445	603743	6	57240	25780	31460	0	31461	25779	1942445	603779	6	0.02336	0.00726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-01	2666650	2623747	1958058	665682	7	42577	42395	182	0	289	282	7	0	37	37	0	0	0	0	0	0	2000772	665871	7	120456	58327	62128	1	62129	58326	2000772	665908	7	0.02406	0.00801	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-02	2799529	2753459	2020469	732983	7	45717	45531	186	0	314	307	7	0	39	39	0	0	0	0	0	0	2066346	733176	7	132879	65574	67305	0	67307	65572	2066346	733215	7	0.02485	0.00882	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-03	2962636	2910138	2078726	831405	7	52118	51925	193	0	341	334	7	0	39	39	0	0	0	0	0	0	2131024	831605	7	163107	64678	98429	0	98429	64678	2131024	831644	7	0.02563	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-04	3097269	3038862	2134950	903905	7	58019	57822	197	0	349	342	7	0	39	39	0	0	0	0	0	0	2193153	904109	7	134633	62129	72504	0	72504	62129	2193153	904148	7	0.02637	0.01087	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-05	3244878	3179984	2198011	981966	7	64496	64165	331	0	358	350	8	0	40	40	0	0	0	0	0	0	2262566	982305	7	147609	69413	78196	0	78197	69412	2262566	982345	7	0.02721	0.01181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-06	3339094	3271559	2240991	1030561	7	67135	66803	332	0	359	351	8	0	41	41	0	0	0	0	0	0	2308186	1030901	7	94216	45620	48596	0	48597	45619	2308186	1030942	7	0.02776	0.0124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-07	3392679	3322798	2266953	1055838	7	69477	69144	333	0	362	354	8	0	42	42	0	0	0	0	0	0	2336493	1056179	7	53585	28307	25278	0	25279	28306	2336493	1056221	7	0.0281	0.0127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-08	3502199	3428445	2316133	1112305	7	73319	72985	334	0	392	384	8	0	43	43	0	0	0	0	0	0	2389545	1112647	7	109520	53052	56468	0	56469	53051	2389545	1112690	7	0.02874	0.01338	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-09	3636965	3559577	2372949	1186620	8	76767	76242	525	0	578	570	8	0	43	43	0	0	0	0	0	0	2449804	1187153	8	134766	60259	74506	1	74506	60259	2449804	1187196	8	0.02946	0.01428	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-10	3792528	3702441	2439066	1263367	8	81067	79555	1512	0	8976	8957	19	0	44	44	0	0	0	0	0	0	2527622	1264898	8	155563	77818	77745	0	77746	77817	2527622	1264942	8	0.0304	0.01521	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-11	3937266	3823337	2493998	1329331	8	88388	83826	4562	0	25495	25454	41	0	46	46	0	0	0	0	0	0	2603324	1333934	8	144738	75702	69036	0	69038	75700	2603324	1333980	8	0.03131	0.01604	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-12	4093529	3955787	2555530	1400249	8	97773	88472	9301	0	39917	39548	369	0	52	52	0	0	0	0	0	0	2683602	1409919	8	156263	80278	75985	0	75991	80272	2683602	1409971	8	0.03227	0.01696	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-13	4201417	4046984	2602527	1444449	8	101048	90188	10860	0	53332	52893	439	0	53	53	0	0	0	0	0	0	2745661	1455748	8	107888	62059	45829	0	45830	62058	2745661	1455801	8	0.03302	0.01751	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-14	4266893	4102671	2633612	1469051	8	103533	91462	12071	0	60635	60174	461	0	54	54	0	0	0	0	0	0	2785302	1481583	8	65476	39641	25835	0	25836	39640	2785302	1481637	8	0.0335	0.01782	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-15	4392767	4207659	2685986	1521665	8	108859	93751	15108	0	76183	75683	500	0	66	66	0	0	0	0	0	0	2855486	1537273	8	125874	70184	55690	0	55702	70172	2855486	1537339	8	0.03434	0.01849	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-16	4527725	4316691	2741911	1574772	8	115077	96518	18559	0	95890	95378	512	0	67	67	0	0	0	0	0	0	2933874	1593843	8	134958	78388	56570	0	56571	78387	2933874	1593910	8	0.03528	0.01917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-17	4679670	4439587	2811557	1628022	8	123142	101357	21785	0	116870	116344	526	0	71	71	0	0	0	0	0	0	3029329	1650333	8	151945	95455	56490	0	56494	95451	3029329	1650404	8	0.03643	0.01985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-18	4824890	4552483	2874700	1677775	8	131436	106060	25376	0	140894	140359	534	1	77	77	0	0	0	0	0	0	3121196	1703685	9	145220	91867	53352	1	53358	91861	3121196	1703762	9	0.03753	0.02049	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-19	4983999	4673888	2943380	1730500	8	141483	113037	28446	0	168550	167868	681	1	78	78	0	0	0	0	0	0	3224363	1759627	9	159109	103167	55942	0	55943	103166	3224363	1759705	9	0.03878	0.02116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-20	5096556	4760599	2994211	1766380	8	145967	117082	28885	0	189906	189197	708	1	84	84	0	0	0	0	0	0	3300574	1795973	9	112557	76211	36346	0	36352	76205	3300574	1796057	9	0.03969	0.0216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-21	5182604	4827180	3032649	1794523	8	149618	120572	29046	0	205719	204998	720	1	87	87	0	0	0	0	0	0	3358306	1824289	9	86048	57732	28316	0	28319	57729	3358306	1824376	9	0.04039	0.02194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-22	5339319	4950803	3099700	1851095	8	158697	127860	30837	0	229731	228988	742	1	88	88	0	0	0	0	0	0	3456636	1882674	9	156715	98330	58385	0	58386	98329	3456636	1882762	9	0.04157	0.02264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-23	5509935	5085150	3175130	1910012	8	166065	133562	32503	0	258630	257874	755	1	90	90	0	0	0	0	0	0	3566656	1943270	9	170616	110020	60596	0	60598	110018	3566656	1943360	9	0.04289	0.02337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-24	5687135	5217352	3249527	1967816	9	173730	139538	34192	0	295962	295182	779	1	91	91	0	0	0	0	0	0	3684338	2002787	10	177200	117682	59517	1	59518	117681	3684338	2002878	10	0.04431	0.02409	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-25	5877508	5349376	3323702	2025665	9	180525	144798	35727	0	347516	346714	800	2	91	91	0	0	0	0	0	0	3815305	2062192	11	190373	130967	59405	1	59405	130967	3815305	2062283	11	0.04588	0.0248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-26	6091739	5491330	3399696	2091625	9	189415	152068	37346	1	410903	410019	882	2	91	91	0	0	0	0	0	0	3961874	2129853	12	214231	146569	67661	1	67661	146569	3961874	2129944	12	0.04764	0.02561	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-27	6240053	5584108	3453406	2130693	9	193508	155424	38083	1	462343	461446	895	2	94	94	0	0	0	0	0	0	4070370	2169671	12	148314	108496	39818	0	39821	108493	4070370	2169765	12	0.04895	0.02609	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-02-28	6343683	5645782	3491238	2154522	22	197481	159037	38443	1	500324	499406	916	2	96	96	0	0	0	0	0	0	4149777	2193881	25	103630	79407	24210	13	24212	79405	4149777	2193977	25	0.0499	0.02638	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-01	6543162	5776901	3574377	2202502	22	207201	166725	40475	1	558964	558019	943	2	96	96	0	0	0	0	0	0	4299217	2243920	25	199479	149440	50039	0	50039	149440	4299217	2244016	25	0.0517	0.02699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-02	6763391	5917844	3665978	2251844	22	217321	173944	43376	1	628130	627155	973	2	96	96	0	0	0	0	0	0	4467173	2296193	25	220229	167956	52273	0	52273	167956	4467173	2296289	25	0.05372	0.02761	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-03	7012005	6076494	3759782	2316690	22	232511	183237	49273	1	702903	701860	1041	2	97	97	0	0	0	0	0	0	4644976	2367004	25	248614	177803	70811	0	70812	177802	4644976	2367101	25	0.05586	0.02847	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-04	7257974	6218487	3843886	2374579	22	247034	192349	54684	1	792356	791259	1094	3	97	97	0	0	0	0	0	0	4827591	2430357	26	245969	182615	63353	1	63353	182615	4827591	2430454	26	0.05806	0.02923	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-05	7533878	6367099	3931194	2435883	22	260436	199772	60663	1	906244	904992	1248	4	99	99	0	0	0	0	0	0	5036057	2497794	27	275904	208466	67437	1	67439	208464	5036057	2497893	27	0.06056	0.03004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-06	7736769	6476569	3994189	2482358	22	269305	206397	62907	1	990796	989516	1276	4	99	99	0	0	0	0	0	0	5190201	2546541	27	202891	154144	48747	0	48747	154144	5190201	2546640	27	0.06242	0.03063	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-07	7884687	6556467	4042927	2513518	22	275996	210735	65260	1	1052125	1050820	1301	4	99	99	0	0	0	0	0	0	5304581	2580079	27	147918	114380	33538	0	33538	114380	5304581	2580178	27	0.06379	0.03103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-08	8123052	6690933	4128950	2561961	22	286991	218359	68631	1	1145028	1143659	1365	4	100	100	0	0	0	0	0	0	5491068	2631957	27	238365	186487	51878	0	51879	186486	5491068	2632057	27	0.06603	0.03165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-09	8376125	6831511	4218099	2613390	22	299801	227694	72106	1	1244713	1243277	1431	5	100	100	0	0	0	0	0	0	5689170	2686927	28	253073	198102	54970	1	54970	198102	5689170	2687027	28	0.06842	0.03231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-10	8666150	6991436	4314201	2677213	22	312061	236369	75691	1	1362552	1361041	1504	7	101	101	0	0	0	0	0	0	5911712	2754408	30	290025	222542	67481	2	67482	222541	5911712	2754509	30	0.07109	0.03312	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-11	8951480	7139466	4405683	2733761	22	325845	245796	80048	1	1486068	1484480	1580	8	101	101	0	0	0	0	0	0	6136060	2815389	31	285330	224348	60981	1	60981	224348	6136060	2815490	31	0.07379	0.03386	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-12	9279396	7291406	4491480	2799904	22	343183	258526	84656	1	1644705	1642716	1981	8	102	102	0	0	0	0	0	0	6392824	2886541	31	327916	256764	71152	0	71153	256763	6392824	2886643	31	0.07688	0.03471	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-13	9520719	7407738	4558894	2848822	22	352783	266767	86015	1	1760096	1757986	2102	8	102	102	0	0	0	0	0	0	6583749	2936939	31	241323	190925	50398	0	50398	190925	6583749	2937041	31	0.07917	0.03532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-14	9691199	7496012	4612466	2883524	22	358306	271313	86992	1	1836779	1834644	2125	10	102	102	0	0	0	0	0	0	6718525	2972641	33	170480	134776	35702	2	35702	134776	6718525	2972743	33	0.0808	0.03575	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-15	9940215	7649318	4708222	2941074	22	371065	282372	88692	1	1919730	1917520	2200	10	102	102	0	0	0	0	0	0	6908216	3031966	33	249016	189691	59325	0	59325	189691	6908216	3032068	33	0.08308	0.03646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-16	10119785	7816370	4809448	3006900	22	382381	291185	91195	1	1920932	1918715	2207	10	102	102	0	0	0	0	0	0	7019450	3100302	33	179570	111234	68336	0	68336	111234	7019450	3100404	33	0.08441	0.03728	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-17	10325690	8003453	4920172	3083259	22	400446	304434	96011	1	1921688	1919462	2216	10	103	103	0	0	0	0	0	0	7144171	3181486	33	205905	124721	81184	0	81185	124720	7144171	3181589	33	0.08591	0.03826	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-18	10519772	8178128	5024287	3153819	22	418681	317409	101271	1	1922860	1920632	2218	10	103	103	0	0	0	0	0	0	7262431	3257308	33	194082	118260	75822	0	75822	118260	7262431	3257411	33	0.08734	0.03917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-19	10765766	8364451	5132896	3231533	22	439565	331428	108136	1	1961647	1959323	2313	11	103	103	0	0	0	0	0	0	7423750	3341982	34	245994	161319	84674	1	84674	161319	7423750	3342085	34	0.08928	0.04019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-20	10986673	8500152	5219067	3281063	22	454922	342951	111970	1	2031496	2029129	2355	12	103	103	0	0	0	0	0	0	7591250	3395388	35	220907	167500	53406	1	53406	167500	7591250	3395491	35	0.09129	0.04083	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-21	11151615	8602630	5286491	3316117	22	464136	348917	115218	1	2084745	2082350	2383	12	104	104	0	0	0	0	0	0	7717862	3433718	35	164942	126612	38330	0	38331	126611	7717862	3433822	35	0.09281	0.04129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-22	11421616	8769582	5384188	3385372	22	488023	365383	122639	1	2163907	2161450	2442	15	104	104	0	0	0	0	0	0	7911125	3510453	38	270001	193263	76735	3	76735	193263	7911125	3510557	38	0.09514	0.04222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-23	11723519	8951819	5487103	3464694	22	507886	380251	127634	1	2263708	2261166	2527	15	106	106	0	0	0	0	0	0	8128626	3594855	38	301903	217501	84402	0	84404	217499	8128626	3594961	38	0.09775	0.04323	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-24	12064176	9152796	5603816	3548958	22	541087	408116	132970	1	2370184	2367549	2620	15	109	109	0	0	0	0	0	0	8379590	3684548	38	340657	250964	89693	0	89696	250961	8379590	3684657	38	0.10077	0.04431	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-25	12398346	9339271	5714639	3624610	22	568816	430261	138554	1	2490149	2487363	2770	16	110	110	0	0	0	0	0	0	8632373	3765934	39	334170	252783	81386	1	81387	252782	8632373	3766044	39	0.10381	0.04529	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-26	12773864	9539820	5833074	3706724	22	606184	460793	145389	2	2627748	2624838	2894	16	112	112	0	0	0	0	0	0	8918817	3855007	40	375518	286444	89073	1	89075	286442	8918817	3855119	40	0.10726	0.04636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-27	13056170	9689701	5923666	3766013	22	633905	485393	148510	2	2732449	2729455	2978	16	115	115	0	0	0	0	0	0	9138629	3917501	40	282306	219812	62494	0	62497	219809	9138629	3917616	40	0.1099	0.04711	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-28	13252978	9805248	5989214	3816012	22	652472	500678	151792	2	2795142	2792088	3038	16	116	116	0	0	0	0	0	0	9282096	3970842	40	196808	143467	53341	0	53342	143466	9282096	3970958	40	0.11162	0.04775	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-29	13559548	9994508	6096366	3898120	22	677510	518900	158608	2	2887414	2884288	3110	16	116	116	0	0	0	0	0	0	9499670	4059838	40	306570	217574	88996	0	88996	217574	9499670	4059954	40	0.11424	0.04882	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-03-30	13889575	10213778	6229240	3984515	23	702046	536948	165096	2	2973634	2970436	3181	17	117	117	0	0	0	0	0	0	9736741	4152792	42	330027	237071	92954	2	92955	237070	9736741	4152909	42	0.11709	0.04994	0	0	0	0	0	0	0	0	0	0	0	0	0	0
